cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,key_resp_3.started,key_resp_6.started,choice_pain.stopped,Choice.stopped,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,0,0,2,,,,,,,,,,,,,36.0238093000371,37.76506100001279,272.4051709000487,3.7,275.4424869000213,279.14852350001456,279.1490386800026,0.3046069999691099,279.5864462000318,279.5864462000318,n,0.7407361000077799,285.00807160005206,285.00807160005206,19,4.604,,,,,sub-035,25,45,700,bloc_loop.csv,2023-07-03_16h51.55.962,PainUncertainty,2022.2.5,142.99278179176378,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,3.8,285.00807160005206,288.81206880003447,288.8103310400562,0.30472229997394606,289.2541754000122,289.2541754000122,n,1.317537099996116,293.54035290004686,293.54035290004686,22,2.065,,,,,sub-035,25,45,700,bloc_loop.csv,2023-07-03_16h51.55.962,PainUncertainty,2022.2.5,142.99278179176378,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,4.9,293.54035290004686,298.4431581000099,298.4431860400306,0.3052847000071779,298.8918918000418,298.8918918000418,m,0.8889576999936253,302.18513380002696,302.18513380002696,70,1.863,,,,,sub-035,25,45,700,bloc_loop.csv,2023-07-03_16h51.55.962,PainUncertainty,2022.2.5,142.99278179176378,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,3.8,302.18513380002696,305.98581290000584,305.9858256400272,0.3052307000034489,306.43493980000494,306.43493980000494,m,0.7164567999425344,309.8871340000187,309.8871340000187,75,2.712,,,,,sub-035,25,45,700,bloc_loop.csv,2023-07-03_16h51.55.962,PainUncertainty,2022.2.5,142.99278179176378,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,3,,,,,,,,4,345.41228410002077,349.4148545000353,349.41491144004397,0.3053751999977976,349.86255050002364,349.86255050002364,m,0.5563560000155121,354.07135610003024,354.07135610003024,71,2.654,,,,,sub-035,25,45,700,bloc_loop.csv,2023-07-03_16h51.55.962,PainUncertainty,2022.2.5,142.99278179176378,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,10,,,,,,,,3.9,354.07135610003024,357.971116300032,357.9711700400163,0.30488599999807775,358.41537930001505,358.41537930001505,n,0.6678818000364117,362.5404263000237,362.5404263000237,19,3.002,,,,,sub-035,25,45,700,bloc_loop.csv,2023-07-03_16h51.55.962,PainUncertainty,2022.2.5,142.99278179176378,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,5,,,,,,,,3.6,362.5404263000237,366.1394535000436,366.13962924002556,0.3006910000112839,366.5836724000401,366.5836724000401,n,0.6501832000212744,369.30100930004846,369.30100930004846,20,1.641,,,,,sub-035,25,45,700,bloc_loop.csv,2023-07-03_16h51.55.962,PainUncertainty,2022.2.5,142.99278179176378,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,6,,,,,,,,4,369.30100930004846,373.3064862000174,373.30648264003105,0.3051502000307664,373.75108370004455,373.75108370004455,n,0.5372681000153534,376.26704040000914,376.26704040000914,19,1.502,,,,,sub-035,25,45,700,bloc_loop.csv,2023-07-03_16h51.55.962,PainUncertainty,2022.2.5,142.99278179176378,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,2,,,,,,,,3.7,376.26704040000914,379.9669718000223,379.966955739999,0.30545600003097206,380.4134819000028,380.4134819000028,m,0.46159939997596666,384.24111260002246,384.24111260002246,75,2.134,,,,,sub-035,25,45,700,bloc_loop.csv,2023-07-03_16h51.55.962,PainUncertainty,2022.2.5,142.99278179176378,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,0,,,,,,,,5,384.24111260002246,389.24583230004646,389.2460277400038,0.304692400037311,389.69004080002196,389.69004080002196,m,0.49610069999471307,393.47811290004756,393.47811290004756,82,2.826,,,,,sub-035,25,45,700,bloc_loop.csv,2023-07-03_16h51.55.962,PainUncertainty,2022.2.5,142.99278179176378,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,6,6,9,,,,,,,,4.2,393.47811290004756,397.67737540003145,397.6774117399997,0.30509320000419393,398.1215015000198,398.1215015000198,n,0.4776461999863386,402.01166560000274,402.01166560000274,16,2.934,,,,,sub-035,25,45,700,bloc_loop.csv,2023-07-03_16h51.55.962,PainUncertainty,2022.2.5,142.99278179176378,
