cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,key_resp_3.started,key_resp_6.started,choice_pain.stopped,Choice.stopped,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,0,0,1,,,,,,,,,,,,,23.545486699999856,32.32636150000053,180.05925540000044,3.7,182.89759790000062,186.60596890000033,186.60858324000003,0.30642919999991136,187.04762800000026,187.04762800000026,m,1.3257873000002292,192.01747400000022,192.01747400000022,72,3.557,,,,,sub-026,20,55,700,bloc_loop.csv,2023-06-19_16h34.09.091,PainUncertainty,2022.2.5,143.88261480795444,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,3.7,192.01747400000022,195.7209472000004,195.72090616999986,0.30524119999972754,196.1658569000001,196.1658569000001,n,1.0269900000002963,201.17907680000008,201.17907680000008,9,3.936,,,,,sub-026,20,55,700,bloc_loop.csv,2023-06-19_16h34.09.091,PainUncertainty,2022.2.5,143.88261480795444,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,3.5,201.17907680000008,204.68182010000055,204.68118887000065,0.30422900000030495,205.1244329000001,205.1244329000001,n,1.021784800000205,209.67080330000044,209.67080330000044,28,3.448,,,,,sub-026,20,55,700,bloc_loop.csv,2023-06-19_16h34.09.091,PainUncertainty,2022.2.5,143.88261480795444,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,4.1,209.67080330000044,213.77165030000015,213.77192907,0.3045578999999634,214.21579950000068,214.21579950000068,m,0.9626690000004601,216.91569760000039,216.91569760000039,85,1.711,,,,,sub-026,20,55,700,bloc_loop.csv,2023-06-19_16h34.09.091,PainUncertainty,2022.2.5,143.88261480795444,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,11,,,,,,,,3.7,233.09450900000047,236.79525060000014,236.79523336999983,0.3048146999999517,237.2393589000003,237.2393589000003,m,0.6347890000006373,240.06457990000035,240.06457990000035,82,2.108,,,,,sub-026,20,55,700,bloc_loop.csv,2023-06-19_16h34.09.091,PainUncertainty,2022.2.5,143.88261480795444,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,6,,,,,,,,4,240.06457990000035,244.06694760000028,244.06703907000002,0.305065000000468,244.5113996,244.5113996,n,0.6840921000002709,249.1139122000004,249.1139122000004,9,3.852,,,,,sub-026,20,55,700,bloc_loop.csv,2023-06-19_16h34.09.091,PainUncertainty,2022.2.5,143.88261480795444,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,7,,,,,,,,3.8,249.1139122000004,252.9151737000002,252.91529307000047,0.30506229999991774,253.35943430000043,253.35943430000043,n,0.7079072000005908,257.18829650000043,257.18829650000043,14,3.068,,,,,sub-026,20,55,700,bloc_loop.csv,2023-06-19_16h34.09.091,PainUncertainty,2022.2.5,143.88261480795444,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,9,,,,,,,,4.9,257.18829650000043,262.0900236000007,262.09001047000066,0.30516739999984566,262.5340702000003,262.5340702000003,n,0.6358359000005294,266.1414926000007,266.1414926000007,10,2.906,,,,,sub-026,20,55,700,bloc_loop.csv,2023-06-19_16h34.09.091,PainUncertainty,2022.2.5,143.88261480795444,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,5,,,,,,,,4.1,266.1414926000007,270.24387449999995,270.24381207000016,0.3055560000002515,270.6910660000003,270.6910660000003,n,1.157392100000834,276.85537569999997,276.85537569999997,27,4.933,,,,,sub-026,20,55,700,bloc_loop.csv,2023-06-19_16h34.09.091,PainUncertainty,2022.2.5,143.88261480795444,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,4,,,,,,,,4.9,276.85537569999997,281.75925390000066,281.7592883700002,0.3072128000003431,282.2105915000002,282.2105915000002,m,0.7883968999994977,285.51980060000005,285.51980060000005,77,2.462,,,,,sub-026,20,55,700,bloc_loop.csv,2023-06-19_16h34.09.091,PainUncertainty,2022.2.5,143.88261480795444,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,6,6,0,,,,,,,,4.4,285.51980060000005,289.9209944000004,289.92005877,0.2990809000002628,290.36220050000065,290.36220050000065,m,0.6643045999999231,293.1645750000007,293.1645750000007,93,2.052,,,,,sub-026,20,55,700,bloc_loop.csv,2023-06-19_16h34.09.091,PainUncertainty,2022.2.5,143.88261480795444,
