cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,key_resp_3.started,key_resp_6.started,choice_pain.stopped,Choice.stopped,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,0,0,1,,,,,,,,,,,,,20.735122300000512,184.68494900000042,236.60814220000066,3.5,238.17103510000015,241.67075560000012,241.67092338000057,0.302461499999481,242.11678709999978,242.11678709999978,n,0.795517500000642,244.7352316000015,244.7352316000015,33,1.751,,,,,sub-046,70,135,700,bloc_loop.csv,2023-09-12_10h18.23.595,PainUncertainty,2022.2.5,143.05496744208773,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,4.9,244.7352316000015,249.63719579999997,249.6372109800008,0.30500779999965744,250.08563870000035,250.08563870000035,m,0.9900665999994089,253.0328180000015,253.0328180000015,67,1.879,,,,,sub-046,70,135,700,bloc_loop.csv,2023-09-12_10h18.23.595,PainUncertainty,2022.2.5,143.05496744208773,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,3.8,253.0328180000015,256.83256450000044,256.83262438000145,0.3048479999997653,257.277138200001,257.277138200001,n,0.8069418999984919,259.77587649999987,259.77587649999987,25,1.629,,,,,sub-046,70,135,700,bloc_loop.csv,2023-09-12_10h18.23.595,PainUncertainty,2022.2.5,143.05496744208773,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,3.3,259.77587649999987,263.076375300001,263.07627918000014,0.30518320000010135,263.52475270000105,263.52475270000105,n,0.5345875000002707,266.5070615000004,266.5070615000004,18,2.42,,,,,sub-046,70,135,700,bloc_loop.csv,2023-09-12_10h18.23.595,PainUncertainty,2022.2.5,143.05496744208773,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,4,334.25622269999985,338.25900730000103,338.25894758000084,0.30515159999958996,338.7031072000009,338.7031072000009,n,1.1391487999990204,342.5041705000003,342.5041705000003,43,2.593,,,,,sub-046,70,135,700,bloc_loop.csv,2023-09-12_10h18.23.595,PainUncertainty,2022.2.5,143.05496744208773,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,9,,,,,,,,3,342.5041705000003,345.50348230000054,345.50367638000114,0.30441740000060236,345.9474573000007,345.9474573000007,n,0.6792666000001191,349.8551453,349.8551453,12,3.178,,,,,sub-046,70,135,700,bloc_loop.csv,2023-09-12_10h18.23.595,PainUncertainty,2022.2.5,143.05496744208773,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,8,,,,,,,,4.4,349.8551453,354.2607549000004,354.26097078000146,0.3055492999992566,354.70943500000067,354.70943500000067,n,0.825072800000271,358.71163330000127,358.71163330000127,16,3.108,,,,,sub-046,70,135,700,bloc_loop.csv,2023-09-12_10h18.23.595,PainUncertainty,2022.2.5,143.05496744208773,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,4,,,,,,,,3.8,358.71163330000127,362.51180680000107,362.5117787800003,0.2993200999990222,362.949965400001,362.949965400001,m,0.7307055000001128,366.94533260000026,366.94533260000026,75,3.205,,,,,sub-046,70,135,700,bloc_loop.csv,2023-09-12_10h18.23.595,PainUncertainty,2022.2.5,143.05496744208773,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,1,,,,,,,,5,366.94533260000026,371.95045840000057,371.95071828000016,0.30490800000006857,372.39458470000136,372.39458470000136,m,0.6183424999999261,376.9841567000003,376.9841567000003,83,3.92,,,,,sub-046,70,135,700,bloc_loop.csv,2023-09-12_10h18.23.595,PainUncertainty,2022.2.5,143.05496744208773,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,2,,,,,,,,4.4,376.9841567000003,381.38948620000156,381.3894446799999,0.3048389999985375,381.8332343000002,381.8332343000002,m,1.0089077000011457,385.47330839999995,385.47330839999995,73,2.553,,,,,sub-046,70,135,700,bloc_loop.csv,2023-09-12_10h18.23.595,PainUncertainty,2022.2.5,143.05496744208773,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,6,6,10,,,,,,,,3.2,385.47330839999995,388.67538890000105,388.67521138000063,0.3047466000007262,389.1189976000005,389.1189976000005,n,0.6655530999996699,393.17688910000106,393.17688910000106,16,3.338,,,,,sub-046,70,135,700,bloc_loop.csv,2023-09-12_10h18.23.595,PainUncertainty,2022.2.5,143.05496744208773,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,7,7,7,,,,,,,,4.6,393.17688910000106,397.78019210000093,397.7802663800006,0.3046962000007625,398.22455360000095,398.22455360000095,n,0.5279587999993964,400.8339340000002,400.8339340000002,17,2.031,,,,,sub-046,70,135,700,bloc_loop.csv,2023-09-12_10h18.23.595,PainUncertainty,2022.2.5,143.05496744208773,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,8,8,6,,,,,,,,3.9,400.8339340000002,404.7391493000014,404.7392638800005,0.3047733999992488,405.18376100000023,405.18376100000023,n,0.6508021999998164,409.69133300000067,409.69133300000067,21,3.775,,,,,sub-046,70,135,700,bloc_loop.csv,2023-09-12_10h18.23.595,PainUncertainty,2022.2.5,143.05496744208773,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,9,9,3,,,,,,,,4.6,409.69133300000067,414.29605020000054,414.29611268000133,0.30470079999940936,414.74012310000035,414.74012310000035,m,0.578446299999996,419.89082430000053,419.89082430000053,74,4.497,,,,,sub-046,70,135,700,bloc_loop.csv,2023-09-12_10h18.23.595,PainUncertainty,2022.2.5,143.05496744208773,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,10,10,5,,,,,,,,4,419.89082430000053,423.8944984999998,423.8946753800004,0.30150420000063605,424.3389134000008,424.3389134000008,m,1.0582376000002114,429.817276400001,429.817276400001,34,4.344,,,,,sub-046,70,135,700,bloc_loop.csv,2023-09-12_10h18.23.595,PainUncertainty,2022.2.5,143.05496744208773,
