cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,0,0,2,,,,,,,,,,,,,30.75256459999946,162.10935579999932,182.16037179999876,4,183.8893535999996,187.89041589999943,187.8903176099995,0.3054589000003034,188.3387012000003,188.3387012000003,m,1.505990200001179,192.6262241000004,192.6262241000004,55,2.701,,,sub-019,90,160,700,bloc_loop.csv,2023-06-05_17h50.36.211,PainUncertainty,2022.2.5,144.0241499714392,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,4.1,192.6262241000004,196.72518800000034,196.72537620999918,0.30502639999940584,197.1738346000002,197.1738346000002,m,1.0231482000017422,201.2910293999994,201.2910293999994,67,3.033,,,sub-019,90,160,700,bloc_loop.csv,2023-06-05_17h50.36.211,PainUncertainty,2022.2.5,144.0241499714392,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,4.2,201.2910293999994,205.49668969999948,205.4968296099998,0.3047380999996676,205.94098289999965,205.94098289999965,m,1.523603900001035,209.06019469999956,209.06019469999956,59,1.516,,,sub-019,90,160,700,bloc_loop.csv,2023-06-05_17h50.36.211,PainUncertainty,2022.2.5,144.0241499714392,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,3.4,209.06019469999956,212.46347409999908,212.46347600999997,0.30474359999971057,212.91086890000042,212.91086890000042,n,0.9398375000000669,216.3364486999999,216.3364486999999,31,2.462,,,sub-019,90,160,700,bloc_loop.csv,2023-06-05_17h50.36.211,PainUncertainty,2022.2.5,144.0241499714392,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,3.1,235.53371979999974,238.63295149999976,238.6328793100003,0.3049408000006224,239.0773105999997,239.0773105999997,m,0.9496565999997983,242.51902429999973,242.51902429999973,61,2.413,,,sub-019,90,160,700,bloc_loop.csv,2023-06-05_17h50.36.211,PainUncertainty,2022.2.5,144.0241499714392,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,8,,,,,,,,4.6,242.51902429999973,247.11960360000012,247.11998060999957,0.30507049999869196,247.56403859999955,247.56403859999955,n,0.9319602000014129,250.7854210000005,250.7854210000005,25,2.205,,,sub-019,90,160,700,bloc_loop.csv,2023-06-05_17h50.36.211,PainUncertainty,2022.2.5,144.0241499714392,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,4.6,250.7854210000005,255.38455129999966,255.38467290999887,0.30457449999994424,255.82871589999922,255.82871589999922,m,0.7856542000008631,259.78431119999914,259.78431119999914,62,3.102,,,sub-019,90,160,700,bloc_loop.csv,2023-06-05_17h50.36.211,PainUncertainty,2022.2.5,144.0241499714392,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,4.3,259.78431119999914,264.08696260000033,264.0870237099991,0.2991774999991321,264.5251718999989,264.5251718999989,m,0.8383190999993531,268.3505372999989,268.3505372999989,63,2.929,,,sub-019,90,160,700,bloc_loop.csv,2023-06-05_17h50.36.211,PainUncertainty,2022.2.5,144.0241499714392,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,4,,,,,,,,3.6,268.3505372999989,271.95604060000005,271.95614930999926,0.3049845000005007,272.4045403,272.4045403,m,1.2277926000006119,275.7371681000004,275.7371681000004,57,2.031,,,sub-019,90,160,700,bloc_loop.csv,2023-06-05_17h50.36.211,PainUncertainty,2022.2.5,144.0241499714392,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,9,,,,,,,,3.6,275.7371681000004,279.3390853000001,279.3391794099991,0.3049588000012591,279.78294409999944,279.78294409999944,n,0.849463000000469,283.48912889999883,283.48912889999883,24,2.795,,,sub-019,90,160,700,bloc_loop.csv,2023-06-05_17h50.36.211,PainUncertainty,2022.2.5,144.0241499714392,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,6,6,5,,,,,,,,4.4,283.48912889999883,287.8888165999997,287.8887402099992,0.30488919999879727,288.33282379999946,288.33282379999946,n,0.9241222000000562,292.4105867999988,292.4105867999988,24,3.094,,,sub-019,90,160,700,bloc_loop.csv,2023-06-05_17h50.36.211,PainUncertainty,2022.2.5,144.0241499714392,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,7,7,6,,,,,,,,5,292.4105867999988,297.4103699999996,297.41039370999914,0.3049537999995664,297.8550075999992,297.8550075999992,n,1.0471744000005856,303.5200647999991,303.5200647999991,22,4.559,,,sub-019,90,160,700,bloc_loop.csv,2023-06-05_17h50.36.211,PainUncertainty,2022.2.5,144.0241499714392,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,8,8,7,,,,,,,,3.9,303.5200647999991,307.42555229999925,307.42564970999973,0.3049901999984286,307.86972629999946,307.86972629999946,n,0.5854805999988457,310.4735542999988,310.4735542999988,31,1.955,,,sub-019,90,160,700,bloc_loop.csv,2023-06-05_17h50.36.211,PainUncertainty,2022.2.5,144.0241499714392,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,9,9,10,,,,,,,,4.6,310.4735542999988,315.07924280000043,315.0793759099999,0.3048579000005702,315.52346059999945,315.52346059999945,n,0.6372523000009096,318.08346510000047,318.08346510000047,32,1.849,,,sub-019,90,160,700,bloc_loop.csv,2023-06-05_17h50.36.211,PainUncertainty,2022.2.5,144.0241499714392,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,10,10,1,,,,,,,,3.2,318.08346510000047,321.28837459999886,321.28838140999886,0.3049446999993961,321.73254499999894,321.73254499999894,m,0.9655516000002535,324.8617663999994,324.8617663999994,63,2.115,,,sub-019,90,160,700,bloc_loop.csv,2023-06-05_17h50.36.211,PainUncertainty,2022.2.5,144.0241499714392,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,11,11,11,,,,,,,,4.6,324.8617663999994,329.4630232999989,329.46305260999924,0.3047344999995403,329.9115134999993,329.9115134999993,m,0.709175599999071,333.0316454999993,333.0316454999993,62,2.352,,,sub-019,90,160,700,bloc_loop.csv,2023-06-05_17h50.36.211,PainUncertainty,2022.2.5,144.0241499714392,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,0,12,3,,,,,,,,3.7,333.0316454999993,336.7351230999993,336.735034309999,0.30532990000028803,337.1842349999988,337.1842349999988,m,0.7109432000015659,340.0960901999988,340.0960901999988,54,2.135,,,sub-019,90,160,700,bloc_loop.csv,2023-06-05_17h50.36.211,PainUncertainty,2022.2.5,144.0241499714392,
