cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,choice_pain.stopped,Choice.stopped,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,0,0,3,,,,,,,,,,,,,29.734970200000134,32.0772306000008,36.18208600000071,3.1,38.643643900000825,41.7459630000003,41.74512622000084,0.30527490000076796,42.19004210000003,42.19004210000003,m,1.6837129999994431,47.52214990000084,47.52214990000084,25,3.562,,,,,sub-057,80,130,700,bloc_loop.csv,2023-10-05_08h57.51.897,PainUncertainty,2022.2.5,144.71319292466538,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,3.1,47.52214990000084,50.62825310000062,50.62796202,0.3055561999999554,51.07672040000034,51.07672040000034,n,1.2019561999995858,54.893845700000384,54.893845700000384,11,2.545,,,,,sub-057,80,130,700,bloc_loop.csv,2023-10-05_08h57.51.897,PainUncertainty,2022.2.5,144.71319292466538,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,4.5,54.893845700000384,59.39326940000046,59.392994620000266,0.3051697000000786,59.83750670000063,59.83750670000063,m,1.0947599000000992,64.67773680000028,64.67773680000028,27,3.663,,,,,sub-057,80,130,700,bloc_loop.csv,2023-10-05_08h57.51.897,PainUncertainty,2022.2.5,144.71319292466538,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,4.1,64.67773680000028,68.78331160000016,68.78303102000037,0.3028606999996555,69.22940880000078,69.22940880000078,n,1.775702199999614,76.43531950000033,76.43531950000033,26,5.407,,,,,sub-057,80,130,700,bloc_loop.csv,2023-10-05_08h57.51.897,PainUncertainty,2022.2.5,144.71319292466538,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,7,,,,,,,,3.4,121.09614870000041,124.49852420000025,124.49828772000065,0.30489510000006703,124.94665440000063,124.94665440000063,n,1.1634808999988309,129.92093310000018,129.92093310000018,5,3.731,,,,,sub-057,80,130,700,bloc_loop.csv,2023-10-05_08h57.51.897,PainUncertainty,2022.2.5,144.71319292466538,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,0,,,,,,,,3.8,129.92093310000018,133.72382180000022,133.72184502000044,0.3050100000000384,134.16609300000073,134.16609300000073,m,1.0981103000003714,138.3452623000003,138.3452623000003,30,3.009,,,,,sub-057,80,130,700,bloc_loop.csv,2023-10-05_08h57.51.897,PainUncertainty,2022.2.5,144.71319292466538,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,6,,,,,,,,3.5,138.3452623000003,141.84777300000042,141.84745622000054,0.30489719999968656,142.2920240000003,142.2920240000003,n,0.8049147999990964,146.08406800000012,146.08406800000012,11,2.921,,,,,sub-057,80,130,700,bloc_loop.csv,2023-10-05_08h57.51.897,PainUncertainty,2022.2.5,144.71319292466538,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,11,,,,,,,,3.9,146.08406800000012,149.98759490000066,149.98744252000023,0.3049640000008367,150.43188080000073,150.43188080000073,None,,155.77257250000002,155.77257250000002,40,2.823,152.9005872000007,152.9005872000007,,,sub-057,80,130,700,bloc_loop.csv,2023-10-05_08h57.51.897,PainUncertainty,2022.2.5,144.71319292466538,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,5,,,,,,,,3.5,155.77257250000002,159.2734199000006,159.27326502000022,0.304975199999717,159.71782650000023,159.71782650000023,n,0.8743561000001137,164.18116480000026,164.18116480000026,2,3.519,,,,,sub-057,80,130,700,bloc_loop.csv,2023-10-05_08h57.51.897,PainUncertainty,2022.2.5,144.71319292466538,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,2,,,,,,,,4.2,164.18116480000026,168.3857781000006,168.38551452000019,0.3047250999998141,168.83384190000015,168.83384190000015,n,1.424435299999459,174.51065910000034,174.51065910000034,8,4.192,,,,,sub-057,80,130,700,bloc_loop.csv,2023-10-05_08h57.51.897,PainUncertainty,2022.2.5,144.71319292466538,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,6,6,1,,,,,,,,3.6,174.51065910000034,178.11647549999998,178.11611472000067,0.30502180000075896,178.5603516000001,178.5603516000001,m,1.1674128999993627,182.9824849000006,182.9824849000006,38,3.171,,,,,sub-057,80,130,700,bloc_loop.csv,2023-10-05_08h57.51.897,PainUncertainty,2022.2.5,144.71319292466538,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,7,7,10,,,,,,,,4,182.9824849000006,186.98524300000008,186.98490222000027,0.3049862999996549,187.42936820000068,187.42936820000068,n,0.7718866999994134,191.50507900000048,191.50507900000048,4,3.226,,,,,sub-057,80,130,700,bloc_loop.csv,2023-10-05_08h57.51.897,PainUncertainty,2022.2.5,144.71319292466538,
