cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,choice_pain.stopped,Choice.stopped,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,0,0,0,,,,,,,,,,,,,29.96573019999778,172.7605440000043,223.29845000000205,4,224.44678060000297,228.46060150000267,228.46599521999596,0.3076007000054233,228.90322249999736,228.90322249999736,n,1.0436209999897983,232.71904900000663,232.71904900000663,26,2.706,,,,,sub-058,35,70,700,bloc_loop.csv,2023-10-11_13h47.02.985,PainUncertainty,2022.2.5,143.5661545785615,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,4.9,232.71904900000663,237.62200089999533,237.62669768000194,0.30027350000455044,238.06405849999283,238.06405849999283,m,1.2241418000048725,242.8995811000059,242.8995811000059,43,3.54,,,,,sub-058,35,70,700,bloc_loop.csv,2023-10-11_13h47.02.985,PainUncertainty,2022.2.5,143.5661545785615,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,3.1,242.8995811000059,246.00251710000157,246.0026587399945,0.30071190001035575,246.44877849999466,246.44877849999466,m,0.769729699997697,249.43451079999795,249.43451079999795,53,2.157,,,,,sub-058,35,70,700,bloc_loop.csv,2023-10-11_13h47.02.985,PainUncertainty,2022.2.5,143.5661545785615,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,5,249.43451079999795,254.4340863999969,254.43425444000167,0.3050187999906484,254.87822470000538,254.87822470000538,m,1.594611199994688,260.0440230999957,260.0440230999957,55,3.545,,,,,sub-058,35,70,700,bloc_loop.csv,2023-10-11_13h47.02.985,PainUncertainty,2022.2.5,143.5661545785615,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,11,,,,,,,,4.7,304.40658120000444,309.10714890000236,309.10760664000117,0.3049710000050254,309.55151849999675,309.55151849999675,m,1.3488210999930743,313.6434728000022,313.6434728000022,54,2.684,,,,,sub-058,35,70,700,bloc_loop.csv,2023-10-11_13h47.02.985,PainUncertainty,2022.2.5,143.5661545785615,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,3,,,,,,,,3.2,313.6434728000022,316.8446788000001,316.84492193999466,0.30451270000776276,317.2923243999976,317.2923243999976,None,,321.1378890000051,321.1378890000051,60,1.331,,,,,sub-058,35,70,700,bloc_loop.csv,2023-10-11_13h47.02.985,PainUncertainty,2022.2.5,143.5661545785615,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,9,,,,,,,,4.3,321.1378890000051,325.44296939999913,325.44298664000524,0.2994939000054728,325.88753199999337,325.88753199999337,n,0.7732587999926182,329.607176599995,329.607176599995,34,2.883,,,,,sub-058,35,70,700,bloc_loop.csv,2023-10-11_13h47.02.985,PainUncertainty,2022.2.5,143.5661545785615,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,7,,,,,,,,3.4,329.607176599995,333.0128440999979,333.0127700400073,0.305152699991595,333.45707249999396,333.45707249999396,n,0.7971426000003703,336.92773530000704,336.92773530000704,24,2.613,,,,,sub-058,35,70,700,bloc_loop.csv,2023-10-11_13h47.02.985,PainUncertainty,2022.2.5,143.5661545785615,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,10,,,,,,,,4.1,336.92773530000704,341.02792059999774,341.02813294000515,0.30541770000127144,341.474727599998,341.474727599998,n,0.7488602999947034,344.6932575999963,344.6932575999963,31,2.412,,,,,sub-058,35,70,700,bloc_loop.csv,2023-10-11_13h47.02.985,PainUncertainty,2022.2.5,143.5661545785615,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,8,,,,,,,,3.5,344.6932575999963,348.1952231000032,348.19534664000383,0.30510399999911897,348.6398279999994,348.6398279999994,n,0.7683196999860229,351.1346437000029,351.1346437000029,29,1.643,,,,,sub-058,35,70,700,bloc_loop.csv,2023-10-11_13h47.02.985,PainUncertainty,2022.2.5,143.5661545785615,
