cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,0,0,1,,,,,,,,,,,,,24.61071730000549,194.69121730000188,305.57955100000254,3.6,308.1975250000105,311.8097221000062,311.80941042001064,0.30620859999908134,312.25179440001375,312.25179440001375,m,0.9946802999911597,317.1079957000038,317.1079957000038,58,3.77,,,sub-056,20,45,700,bloc_loop.csv,2023-10-04_18h25.33.813,PainUncertainty,2022.2.5,144.14726085210435,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,3.5,317.1079957000038,320.6129604000016,320.61638762001235,0.30166249998728745,321.0545956000133,321.0545956000133,n,0.9225313999777427,323.9612007000105,323.9612007000105,15,1.919,,,sub-056,20,45,700,bloc_loop.csv,2023-10-04_18h25.33.813,PainUncertainty,2022.2.5,144.14726085210435,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,4,323.9612007000105,327.9643200000137,327.9642885100096,0.3051087999920128,328.4109552000009,328.4109552000009,n,0.8645427999872481,330.6737278000073,330.6737278000073,10,1.323,,,sub-056,20,45,700,bloc_loop.csv,2023-10-04_18h25.33.813,PainUncertainty,2022.2.5,144.14726085210435,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,4.3,330.6737278000073,334.979067200009,334.9791609100124,0.2997619000088889,335.42345130001195,335.42345130001195,m,0.729580300001544,337.43755110001075,337.43755110001075,70,1.26,,,sub-056,20,45,700,bloc_loop.csv,2023-10-04_18h25.33.813,PainUncertainty,2022.2.5,144.14726085210435,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,3,,,,,,,,4.5,412.02382750000106,416.5235900000116,416.5235547100077,0.3051026000030106,416.9680536000087,416.9680536000087,m,0.580940499989083,419.83807520000846,419.83807520000846,60,2.211,,,sub-056,20,45,700,bloc_loop.csv,2023-10-04_18h25.33.813,PainUncertainty,2022.2.5,144.14726085210435,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,6,,,,,,,,3,419.83807520000846,422.84375040000305,422.8437191100005,0.30527060000167694,423.2901264000102,423.2901264000102,n,0.7215542999911122,426.05397960000846,426.05397960000846,22,1.974,,,sub-056,20,45,700,bloc_loop.csv,2023-10-04_18h25.33.813,PainUncertainty,2022.2.5,144.14726085210435,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,4,,,,,,,,3.6,426.05397960000846,429.65756020000845,429.6577182100067,0.3049998000060441,430.10853310000675,430.10853310000675,m,0.6105869999882998,432.33221780000895,432.33221780000895,70,1.559,,,sub-056,20,45,700,bloc_loop.csv,2023-10-04_18h25.33.813,PainUncertainty,2022.2.5,144.14726085210435,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,1,,,,,,,,5,432.33221780000895,437.3320803000097,437.33218370999964,0.3050516999937827,437.7794954000128,437.7794954000128,m,0.7875352999835741,440.5316815000115,440.5316815000115,67,1.893,,,sub-056,20,45,700,bloc_loop.csv,2023-10-04_18h25.33.813,PainUncertainty,2022.2.5,144.14726085210435,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,7,,,,,,,,4.7,440.5316815000115,445.2353722000116,445.23540270999945,0.3049800000007963,445.6795739000081,445.6795739000081,n,0.3969593999790959,448.8727622000006,448.8727622000006,27,2.72,,,sub-056,20,45,700,bloc_loop.csv,2023-10-04_18h25.33.813,PainUncertainty,2022.2.5,144.14726085210435,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,2,,,,,,,,3.6,448.8727622000006,452.4723381000076,452.4724393100099,0.3049551000003703,452.91660710000724,452.91660710000724,m,0.7122678999876371,456.17304220001097,456.17304220001097,66,2.49,,,sub-056,20,45,700,bloc_loop.csv,2023-10-04_18h25.33.813,PainUncertainty,2022.2.5,144.14726085210435,
