cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,0,0,1,,,,,,,,,,,,,18.51920939999991,20.175022699999772,25.516147100000126,4.3,26.869313000000147,31.173176299999795,31.16995928999977,0.3025001999999404,31.61403160000009,31.61403160000009,m,1.0154270999996697,34.2670250000001,34.2670250000001,62,1.54,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,3.9,34.2670250000001,38.170502099999794,38.170473489999765,0.3056566999998722,38.61748059999991,38.61748059999991,n,0.9215055999998185,42.084389199999805,42.084389199999805,31,2.495,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,4.8,42.084389199999805,46.88692559999981,46.887003889999775,0.3047812999998314,47.33091430000013,47.33091430000013,n,0.7623308000001998,50.01733779999995,50.01733779999995,30,1.849,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,4.3,50.01733779999995,54.31834170000002,54.31824109000017,0.30527550000033443,54.76260259999981,54.76260259999981,m,1.037983599999734,57.74028120000003,57.74028120000003,68,1.913,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,6,,,,,,,,4,95.30409719999989,99.30990639999982,99.3099081899998,0.30055220000031113,99.75465609999992,99.75465609999992,n,0.6568523000000823,101.31286150000005,101.31286150000005,30,0.841,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,9,,,,,,,,4.6,101.31286150000005,105.91483599999992,105.91482779000016,0.30515609999974913,106.36153299999978,106.36153299999978,n,0.6740752999994584,109.43844709999985,109.43844709999985,29,2.323,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,4,,,,,,,,3.3,109.43844709999985,112.74214619999975,112.74209179000017,0.30527040000015404,113.18656190000002,113.18656190000002,m,0.49800439999989976,116.00785289999976,116.00785289999976,65,2.266,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,11,,,,,,,,3.5,116.00785289999976,119.5068083000001,119.5068605899999,0.30484859999978653,119.9511008999998,119.9511008999998,m,0.7692403999999442,123.47654299999977,123.47654299999977,68,2.704,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,2,,,,,,,,3.4,123.47654299999977,126.87590850000015,126.87585939,0.305317500000001,127.3205754999999,127.3205754999999,m,0.7864788999995653,129.26543249999986,129.26543249999986,66,1.07,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,5,,,,,,,,3.7,129.26543249999986,132.96681880000006,132.96686229000017,0.304884900000161,133.4109367000001,133.4109367000001,n,0.7120985999999903,136.5712982,136.5712982,20,2.392,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,6,6,10,,,,,,,,3,136.5712982,139.57188050000013,139.57186539000014,0.3048749000004136,140.01604319999979,140.01604319999979,n,0.5875922999998693,141.3860638000001,141.3860638000001,25,0.718,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,7,7,8,,,,,,,,3,141.3860638000001,144.39191140000003,144.3918638899998,0.3052392999998119,144.83873059999996,144.83873059999996,n,0.6564125999998396,146.83772520000002,146.83772520000002,22,1.273,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,8,8,3,,,,,,,,3,146.83772520000002,149.83674539999993,149.83689768999994,0.3052485999996861,150.28110349999997,150.28110349999997,m,0.5438730999994732,152.32197210000004,152.32197210000004,68,1.422,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,9,9,7,,,,,,,,3.7,152.32197210000004,156.02512220000017,156.02514318999994,0.30525859999988825,156.47317350000003,156.47317350000003,n,0.49863449999975273,159.51787349999995,159.51787349999995,22,2.476,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,10,10,0,,,,,,,,4.1,159.51787349999995,163.62360320000016,163.62361618999995,0.30577210000001287,164.07265619999998,164.07265619999998,m,0.47591019999981654,166.4254891999999,166.4254891999999,63,1.822,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,11,11,1,,,,,,,,5,166.4254891999999,171.43007499999976,171.4302050899999,0.30486740000014834,171.87793809999994,171.87793809999994,m,0.549543999999969,173.97427389999984,173.97427389999984,69,1.467,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,0,12,10,,,,,,,,4.3,173.97427389999984,178.2778183999999,178.27783588999984,0.30515699999978096,178.72198320000007,178.72198320000007,n,0.47866350000003877,181.9704830999999,181.9704830999999,24,2.69,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,1,13,0,,,,,,,,4,181.9704830999999,185.9731781999999,185.9732189899999,0.3052812000000813,186.42451119999987,186.42451119999987,m,0.5138772999998764,187.6456948,187.6456948,61,0.654,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,2,14,4,,,,,,,,4.1,187.6456948,191.74513209999986,191.7450660900002,0.2991720999998506,192.1831984999999,192.1831984999999,m,0.47687580000001617,193.43466949999993,193.43466949999993,67,0.717,,,sub-033,40,120,700,bloc_loop.csv,2023-06-29_18h00.28.676,PainUncertainty,2022.2.5,143.67403235532666,
