cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,choice_pain.stopped,Choice.stopped,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,0,0,2,,,,,,,,,,,,,27.44568249999429,169.12226240000746,199.28551190000144,3.2,201.90570040000603,205.1107694999955,205.11268503999452,0.2999417999963043,205.54473150000558,205.54473150000558,n,0.7869990000035614,208.78439519999665,208.78439519999665,37,2.389,,,,,sub-050,35,55,700,bloc_loop.csv,2023-09-20_13h50.47.440,PainUncertainty,2022.2.5,144.25122795396308,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,3.7,208.78439519999665,212.48839660000522,212.48851837000547,0.3049668000021484,212.9326136000018,212.9326136000018,m,2.195670200002496,218.10135660000378,218.10135660000378,59,2.906,,,,,sub-050,35,55,700,bloc_loop.csv,2023-09-20_13h50.47.440,PainUncertainty,2022.2.5,144.25122795396308,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,3.8,218.10135660000378,221.90888309999718,221.91336034000267,0.2994794999976875,222.35067810000328,222.35067810000328,None,,226.76245009999548,226.76245009999548,60,1.912,224.81957360000524,224.81957360000524,,,sub-050,35,55,700,bloc_loop.csv,2023-09-20_13h50.47.440,PainUncertainty,2022.2.5,144.25122795396308,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,3.4,226.76245009999548,230.16406710000592,230.16426196999527,0.3051056999975117,230.608750600004,230.608750600004,m,0.8632735999999568,233.19281730000512,233.19281730000512,72,1.692,,,,,sub-050,35,55,700,bloc_loop.csv,2023-09-20_13h50.47.440,PainUncertainty,2022.2.5,144.25122795396308,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,5,,,,,,,,4.2,270.1029689999996,274.3081860999955,274.3082885699943,0.30503369998768903,274.7523790999985,274.7523790999985,n,0.7661380999925314,277.78848180000205,277.78848180000205,27,2.211,,,,,sub-050,35,55,700,bloc_loop.csv,2023-09-20_13h50.47.440,PainUncertainty,2022.2.5,144.25122795396308,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,3,,,,,,,,4.7,277.78848180000205,282.4902054999984,282.490305769995,0.3050109000032535,282.93638810000266,282.93638810000266,n,1.4744291999959387,287.0229757000052,287.0229757000052,36,2.559,,,,,sub-050,35,55,700,bloc_loop.csv,2023-09-20_13h50.47.440,PainUncertainty,2022.2.5,144.25122795396308,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,10,,,,,,,,3.8,287.0229757000052,290.8241615000006,290.82408537000737,0.3052351000078488,291.2685233000084,291.2685233000084,n,0.92427289999614,293.3032547000039,293.3032547000039,17,1.052,,,,,sub-050,35,55,700,bloc_loop.csv,2023-09-20_13h50.47.440,PainUncertainty,2022.2.5,144.25122795396308,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,7,,,,,,,,4.7,293.3032547000039,298.0069647000055,298.0059684700056,0.3052548999985447,298.45430450000276,298.45430450000276,n,1.01990929999738,300.49403080000775,300.49403080000775,22,0.961,,,,,sub-050,35,55,700,bloc_loop.csv,2023-09-20_13h50.47.440,PainUncertainty,2022.2.5,144.25122795396308,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,8,,,,,,,,4.4,300.49403080000775,304.89547279999533,304.895687670006,0.3046043000067584,305.3398479000025,305.3398479000025,n,0.7528326000028756,307.4615417000023,307.4615417000023,27,1.309,,,,,sub-050,35,55,700,bloc_loop.csv,2023-09-20_13h50.47.440,PainUncertainty,2022.2.5,144.25122795396308,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,4,,,,,,,,4.7,307.4615417000023,312.1673374999955,312.1672078700023,0.30526940000709146,312.61505609999585,312.61505609999585,m,0.5943667000101414,315.35623629999463,315.35623629999463,66,2.087,,,,,sub-050,35,55,700,bloc_loop.csv,2023-09-20_13h50.47.440,PainUncertainty,2022.2.5,144.25122795396308,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,6,6,9,,,,,,,,3.2,315.35623629999463,318.55681670000195,318.55691747000236,0.3053016000048956,319.0050188000023,319.0050188000023,n,0.7274689999903785,320.93247100000735,320.93247100000735,18,1.141,,,,,sub-050,35,55,700,bloc_loop.csv,2023-09-20_13h50.47.440,PainUncertainty,2022.2.5,144.25122795396308,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,7,7,2,,,,,,,,3,320.93247100000735,323.93207360000815,323.93220536999723,0.305139500007499,324.3762519000011,324.3762519000011,m,0.632376599998679,326.1752516999986,326.1752516999986,69,1.108,,,,,sub-050,35,55,700,bloc_loop.csv,2023-09-20_13h50.47.440,PainUncertainty,2022.2.5,144.25122795396308,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,8,8,6,,,,,,,,3.2,326.1752516999986,329.37735209999664,329.3774333699941,0.2990055999980541,329.8159711000044,329.8159711000044,n,0.3922273999924073,331.71846319999895,331.71846319999895,22,1.455,,,,,sub-050,35,55,700,bloc_loop.csv,2023-09-20_13h50.47.440,PainUncertainty,2022.2.5,144.25122795396308,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,9,9,0,,,,,,,,3.5,331.71846319999895,335.2181455999962,335.21823347000026,0.30028399999719113,335.66314550000243,335.66314550000243,m,0.5502616000012495,337.99887120000494,337.99887120000494,70,1.719,,,,,sub-050,35,55,700,bloc_loop.csv,2023-09-20_13h50.47.440,PainUncertainty,2022.2.5,144.25122795396308,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,10,10,11,,,,,,,,4.8,337.99887120000494,342.8024701999966,342.80257666999677,0.30503540000063367,343.2465907000005,343.2465907000005,m,0.5151148000004468,346.34211949999735,346.34211949999735,77,2.512,,,,,sub-050,35,55,700,bloc_loop.csv,2023-09-20_13h50.47.440,PainUncertainty,2022.2.5,144.25122795396308,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,11,11,1,,,,,,,,4.5,346.34211949999735,350.8454985999997,350.8455810700063,0.30459939999855123,351.2893838000018,351.2893838000018,m,0.758308800010127,354.89032819999557,354.89032819999557,69,2.774,,,,,sub-050,35,55,700,bloc_loop.csv,2023-09-20_13h50.47.440,PainUncertainty,2022.2.5,144.25122795396308,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,0,12,10,,,,,,,,4.1,354.89032819999557,358.9918963999953,358.99202016999624,0.30496340000536293,359.43600499999593,359.43600499999593,n,0.6609699999971781,361.05899520000094,361.05899520000094,15,0.906,,,,,sub-050,35,55,700,bloc_loop.csv,2023-09-20_13h50.47.440,PainUncertainty,2022.2.5,144.25122795396308,
