cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,0,0,3,,,,,,,,,,,,,38.58566930000052,41.43234740000025,48.82120699999996,3.2,51.05855969999993,54.25932069999999,54.25928111999974,0.3053367000002254,54.70381559999987,54.70381559999987,m,0.6251625999993848,60.19737129999976,60.19737129999976,70,4.778,,,sub-037,50,105,700,bloc_loop.csv,2023-07-05_13h01.17.923,PainUncertainty,2022.2.5,144.69518512283244,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,4.4,60.19737129999976,64.60140090000004,64.60118792000003,0.304894100000638,65.04878910000025,65.04878910000025,n,0.8461819999993168,71.78564110000025,71.78564110000025,33,5.815,,,sub-037,50,105,700,bloc_loop.csv,2023-07-05_13h01.17.923,PainUncertainty,2022.2.5,144.69518512283244,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,3,71.78564110000025,74.79019859999971,74.7898041200001,0.3048663999998098,75.23386260000007,75.23386260000007,m,0.6212237999989156,80.72167050000007,80.72167050000007,62,4.79,,,sub-037,50,105,700,bloc_loop.csv,2023-07-05_13h01.17.923,PainUncertainty,2022.2.5,144.69518512283244,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,4,80.72167050000007,84.7219414000001,84.72157152000045,0.3054876999995031,85.16995490000045,85.16995490000045,m,0.21565059999920777,103.3955089000001,103.3955089000001,33,17.985,,,sub-037,50,105,700,bloc_loop.csv,2023-07-05_13h01.17.923,PainUncertainty,2022.2.5,144.69518512283244,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,7,,,,,,,,4.6,152.1575598999998,156.75855820000015,156.7584470200004,0.3051267999999254,157.2061807,157.2061807,n,1.044921599999725,165.17146630000025,165.17146630000025,29,6.837,,,sub-037,50,105,700,bloc_loop.csv,2023-07-05_13h01.17.923,PainUncertainty,2022.2.5,144.69518512283244,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,2,,,,,,,,4.5,165.17146630000025,169.67639099999997,169.67621162000023,0.305202300000019,170.12093660000028,170.12093660000028,m,1.0432577999999921,175.48124670000016,175.48124670000016,61,4.233,,,sub-037,50,105,700,bloc_loop.csv,2023-07-05_13h01.17.923,PainUncertainty,2022.2.5,144.69518512283244,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,5,,,,,,,,3.7,175.48124670000016,179.18479800000023,179.18458771999985,0.3046433999998044,179.6286525000005,179.6286525000005,n,0.7015971999990143,184.76891810000052,184.76891810000052,25,4.372,,,sub-037,50,105,700,bloc_loop.csv,2023-07-05_13h01.17.923,PainUncertainty,2022.2.5,144.69518512283244,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,11,,,,,,,,4.1,184.76891810000052,188.8731985000004,188.87299982000013,0.30491039999924396,189.3174036999999,189.3174036999999,m,1.0312415999997029,196.69267610000043,196.69267610000043,69,6.268,,,sub-037,50,105,700,bloc_loop.csv,2023-07-05_13h01.17.923,PainUncertainty,2022.2.5,144.69518512283244,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,10,,,,,,,,3.6,196.69267610000043,200.29860280000048,200.29840191999983,0.3000956000005317,200.74288690000049,200.74288690000049,n,0.9934042999993835,211.93989020000026,211.93989020000026,40,10.13,,,sub-037,50,105,700,bloc_loop.csv,2023-07-05_13h01.17.923,PainUncertainty,2022.2.5,144.69518512283244,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,3,,,,,,,,5,211.93989020000026,216.9397512000005,216.93942392000054,0.30455369999981485,217.3834579000004,217.3834579000004,m,0.8748931999998604,222.09258510000018,222.09258510000018,74,2.732,,,sub-037,50,105,700,bloc_loop.csv,2023-07-05_13h01.17.923,PainUncertainty,2022.2.5,144.69518512283244,
