cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,key_resp_3.started,key_resp_6.started,choice_pain.stopped,Choice.stopped,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,0,0,3,,,,,,,,,,,,,27.788155999999844,204.1034193999999,252.47013300000003,3.5,257.74527509999984,261.2553607,261.2560315600001,0.3063758999999209,261.6988300999999,261.6988300999999,m,1.4629807000001165,267.5404787,267.5404787,41,4.286,,,,,sub-061,45,60,700,bloc_loop.csv,2023-10-25_13h51.26.525,PainUncertainty,2022.2.5,142.37652040319992,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,3.4,267.5404787,270.944567,270.94460892999996,0.30135249999989355,271.3890162,271.3890162,n,1.132936200000131,275.29418179999993,275.29418179999993,10,2.713,,,,,sub-061,45,60,700,bloc_loop.csv,2023-10-25_13h51.26.525,PainUncertainty,2022.2.5,142.37652040319992,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,4.5,275.29418179999993,279.799749,279.79991883,0.3050464999998894,280.24421110000003,280.24421110000003,m,0.6777638000003208,283.1255701,283.1255701,45,2.127,,,,,sub-061,45,60,700,bloc_loop.csv,2023-10-25_13h51.26.525,PainUncertainty,2022.2.5,142.37652040319992,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,3.6,283.1255701,286.7314197999999,286.73129023,0.2993842000000768,287.1740055,287.1740055,m,1.185980200000131,289.84119080000005,289.84119080000005,46,1.454,,,,,sub-061,45,60,700,bloc_loop.csv,2023-10-25_13h51.26.525,PainUncertainty,2022.2.5,142.37652040319992,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,8,,,,,,,,5,331.36153890000014,336.3621543999998,336.3622362299998,0.3048652000002221,336.80656199999976,336.80656199999976,m,0.9326178999999684,340.60082280000006,340.60082280000006,47,2.8,,,,,sub-061,45,60,700,bloc_loop.csv,2023-10-25_13h51.26.525,PainUncertainty,2022.2.5,142.37652040319992,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,9,,,,,,,,3.6,340.60082280000006,344.2032273,344.20342592999987,0.30506229999991774,344.6477731,344.6477731,m,0.6192573000002994,346.7552857999999,346.7552857999999,45,1.414,,,,,sub-061,45,60,700,bloc_loop.csv,2023-10-25_13h51.26.525,PainUncertainty,2022.2.5,142.37652040319992,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,4,,,,,,,,3.6,346.7552857999999,350.3571852,350.3572896300002,0.30527440000014394,350.8039091999999,350.8039091999999,m,1.4391961999999694,353.6616346999999,353.6616346999999,54,1.365,,,,,sub-061,45,60,700,bloc_loop.csv,2023-10-25_13h51.26.525,PainUncertainty,2022.2.5,142.37652040319992,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,2,,,,,,,,3.3,353.6616346999999,356.96172609999985,356.9619044299998,0.30516609999995126,357.40608250000014,357.40608250000014,m,0.6914841000002525,360.1834893,360.1834893,62,2.032,,,,,sub-061,45,60,700,bloc_loop.csv,2023-10-25_13h51.26.525,PainUncertainty,2022.2.5,142.37652040319992,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,0,,,,,,,,4.9,360.1834893,365.0880622999998,365.08813203,0.3012975000001461,365.53247039999997,365.53247039999997,m,0.5070072000003165,368.89589309999974,368.89589309999974,63,2.809,,,,,sub-061,45,60,700,bloc_loop.csv,2023-10-25_13h51.26.525,PainUncertainty,2022.2.5,142.37652040319992,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,1,,,,,,,,4.9,368.89589309999974,373.7973874999998,373.79738912999983,0.30527010000014343,374.24491119999993,374.24491119999993,m,0.45974310000019614,377.76894719999973,377.76894719999973,67,3.011,,,,,sub-061,45,60,700,bloc_loop.csv,2023-10-25_13h51.26.525,PainUncertainty,2022.2.5,142.37652040319992,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,6,6,3,,,,,,,,3.3,377.76894719999973,381.06907490000003,381.0691455299998,0.3049424999999246,381.5202605999998,381.5202605999998,m,0.4254959000004419,384.00442399999974,384.00442399999974,68,1.99,,,,,sub-061,45,60,700,bloc_loop.csv,2023-10-25_13h51.26.525,PainUncertainty,2022.2.5,142.37652040319992,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,7,7,5,,,,,,,,3.1,384.00442399999974,387.1041601000002,387.1042699300001,0.30565260000003036,387.5533451000001,387.5533451000001,n,1.7986526999998205,391.8221760000001,391.8221760000001,47,2.413,,,,,sub-061,45,60,700,bloc_loop.csv,2023-10-25_13h51.26.525,PainUncertainty,2022.2.5,142.37652040319992,
