cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,choice_pain.stopped,Choice.stopped,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,0,0,3,,,,,,,,,,,,,24.419857000000775,164.5632913999725,205.26276559999678,4.1,207.59623829997145,211.70893189997878,211.71499788998042,0.3059504000120796,212.1463624999742,212.1463624999742,m,1.849636999948416,217.11567009997088,217.11567009997088,50,3.038,,,,,sub-059,25,40,700,bloc_loop.csv,2023-10-18_15h19.55.446,PainUncertainty,2022.2.5,142.96048292272394,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,5,217.11567009997088,222.11900629999582,222.11893982998444,0.3050804999656975,222.56303249998018,222.56303249998018,n,1.1117772000143304,225.917598799977,225.917598799977,24,2.171,,,,,sub-059,25,40,700,bloc_loop.csv,2023-10-18_15h19.55.446,PainUncertainty,2022.2.5,142.96048292272394,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,3.3,225.917598799977,229.21973700000672,229.22402546000666,0.30035510001471266,229.66141199995764,229.66141199995764,None,,234.35356560000218,234.35356560000218,51,2.177,232.13070290000178,232.13070290000178,,,sub-059,25,40,700,bloc_loop.csv,2023-10-18_15h19.55.446,PainUncertainty,2022.2.5,142.96048292272394,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,3,234.35356560000218,237.3571990999626,237.3571197299694,0.30490990000544116,237.80112309998367,237.80112309998367,n,1.2173463000217453,240.76469270000234,240.76469270000234,26,1.719,,,,,sub-059,25,40,700,bloc_loop.csv,2023-10-18_15h19.55.446,PainUncertainty,2022.2.5,142.96048292272394,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,5,,,,,,,,3.2,275.6558204999892,278.85474290000275,278.8548511299829,0.30529799999203533,279.3038972999784,279.3038972999784,n,0.746488600037992,282.0936059000087,282.0936059000087,28,1.969,,,,,sub-059,25,40,700,bloc_loop.csv,2023-10-18_15h19.55.446,PainUncertainty,2022.2.5,142.96048292272394,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,2,,,,,,,,3,282.0936059000087,285.0985226999619,285.0986633299559,0.30493700003717095,285.54264339996735,285.54264339996735,m,1.1615757000399753,288.54707999998936,288.54707999998936,72,1.788,,,,,sub-059,25,40,700,bloc_loop.csv,2023-10-18_15h19.55.446,PainUncertainty,2022.2.5,142.96048292272394,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,4,,,,,,,,3.1,288.54707999998936,291.6479197999579,291.6480800299847,0.30497450003167614,292.0920834999997,292.0920834999997,m,1.0491060999920592,294.49237240001094,294.49237240001094,67,1.295,,,,,sub-059,25,40,700,bloc_loop.csv,2023-10-18_15h19.55.446,PainUncertainty,2022.2.5,142.96048292272394,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,4.9,294.49237240001094,299.3918820999679,299.3920432300016,0.30507420003414154,299.83662039996125,299.83662039996125,m,2.013265399960801,303.35976560000563,303.35976560000563,33,1.44,,,,,sub-059,25,40,700,bloc_loop.csv,2023-10-18_15h19.55.446,PainUncertainty,2022.2.5,142.96048292272394,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,9,,,,,,,,4.2,303.35976560000563,307.559848600009,307.55994202999284,0.30502919998252764,308.0038034999743,308.0038034999743,n,0.8634192000026815,311.2520609999774,311.2520609999774,25,2.331,,,,,sub-059,25,40,700,bloc_loop.csv,2023-10-18_15h19.55.446,PainUncertainty,2022.2.5,142.96048292272394,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,6,,,,,,,,4.9,311.2520609999774,316.1578631000011,316.15775293000627,0.3051559000159614,316.6024128999561,316.6024128999561,n,1.1484140999964438,319.00229729997227,319.00229729997227,40,1.176,,,,,sub-059,25,40,700,bloc_loop.csv,2023-10-18_15h19.55.446,PainUncertainty,2022.2.5,142.96048292272394,
