cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,choice_pain.stopped,Choice.stopped,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,0,0,3,,,,,,,,,,,,,29.79479029999993,205.0490734,294.9405333999998,3.5,298.47203729999956,301.9861936999996,301.9898768299999,0.3029148999999052,302.42231019999963,302.42231019999963,m,1.3993578000004163,305.9312743999999,305.9312743999999,12,2.046,,,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,3.6,305.9312743999999,309.5349705999997,309.53952051999954,0.30175710000003164,309.9781515999998,309.9781515999998,None,,315.7012341999998,315.7012341999998,24,3.218,312.4459125999997,312.4459125999997,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,4.9,315.7012341999998,320.60324569999966,320.6033215099998,0.3048625000001266,321.0475551999998,321.0475551999998,None,,326.28244129999985,326.28244129999985,27,2.733,323.5167269999997,323.5167269999997,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,4.8,326.28244129999985,331.0842349999998,331.0842054099995,0.3046179999996639,331.5279636999999,331.5279636999999,None,,337.0615687999998,337.0615687999998,36,3.066,333.996901,333.996901,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,6,,,,,,,,3.8,389.78245419999985,393.58441219999986,393.5843438099997,0.3049801000001935,394.0284423999997,394.0284423999997,n,1.842003100000511,399.5169980999999,399.5169980999999,10,3.579,,,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,4,,,,,,,,4.5,399.5169980999999,404.01646459999984,404.0164398099997,0.30509410000013304,404.46032849999983,404.46032849999983,m,1.2184286000006068,408.62976879999997,408.62976879999997,33,2.893,,,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,1,,,,,,,,3.9,408.62976879999997,412.5314364999999,412.53120270999955,0.2992244000001847,412.97205559999975,412.97205559999975,m,0.9989676000004692,417.0379576999999,417.0379576999999,39,3.004,,,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,9,,,,,,,,3.7,417.0379576999999,420.74038589999964,420.7404400099996,0.2995616000002883,421.1853544999999,421.1853544999999,None,,426.58218829999987,426.58218829999987,17,2.9,423.6520343999996,423.6520343999996,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,3,,,,,,,,4.3,426.58218829999987,430.88744359999964,430.8874233099997,0.3048623999998199,431.3360273999997,431.3360273999997,m,0.9958308000004763,434.6403989999999,434.6403989999999,35,2.248,,,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,2,,,,,,,,3.3,434.6403989999999,437.94396449999977,437.94403960999955,0.30482050000000527,438.3919512999996,438.3919512999996,m,1.1905576000003748,443.0183892,443.0183892,39,3.371,,,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,6,6,0,,,,,,,,3.1,443.0183892,446.11888329999965,446.11903430999985,0.3060162000001583,446.566515,446.566515,m,1.7909370000002127,452.6899655999996,452.6899655999996,39,4.275,,,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,7,7,8,,,,,,,,3.1,452.6899655999996,455.79401129999997,455.79433291,0.30478820000007545,456.2408717999997,456.2408717999997,n,1.0578126000004886,460.1861984999996,460.1861984999996,14,2.83,,,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,8,8,5,,,,,,,,4.7,460.1861984999996,464.89205669999956,464.8921327099998,0.30457039999964763,465.33572449999974,465.33572449999974,n,1.1602138000002924,470.0499513999998,470.0499513999998,17,3.502,,,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,9,9,7,,,,,,,,3.6,470.0499513999998,473.6496903999996,473.64958850999994,0.3050435000000107,474.0980099999997,474.0980099999997,m,2.1805434000002606,480.4730701999997,480.4730701999997,21,4.144,,,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,10,10,11,,,,,,,,4.5,480.4730701999997,484.97743139999966,484.97746190999953,0.3050745000000461,485.42177919999995,485.42177919999995,m,1.1934804000006807,490.57700529999966,490.57700529999966,41,3.9,,,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,11,11,10,,,,,,,,3.9,490.57700529999966,494.47843129999956,494.4785430099997,0.3050460000004023,494.9226354999996,494.9226354999996,n,1.4308091000007153,499.81720149999956,499.81720149999956,14,3.405,,,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,0,12,6,,,,,,,,4.9,499.81720149999956,504.72294859999965,504.72279510999954,0.30496169999969425,505.1709781999998,505.1709781999998,None,,510.27281129999983,510.27281129999983,18,2.593,,,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,1,13,10,,,,,,,,4.8,510.27281129999983,515.0782285999999,515.0781631099995,0.3054486999999426,515.5264135999996,515.5264135999996,None,,521.8788084999996,521.8788084999996,15,3.85,,,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,2,14,7,,,,,,,,4.8,521.8788084999996,526.6838238999999,526.6837775099999,0.3008903999998438,527.1284355999996,527.1284355999996,m,1.3711462000005668,531.6472726999996,531.6472726999996,26,3.094,,,,,sub-064,105,185,700,bloc_loop.csv,2023-11-02_11h34.03.244,PainUncertainty,2022.2.5,142.8140946080057,
