cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,0,0,0,,,,,,,,,,,,,20.222981599999912,126.97276399999964,167.35768460000008,4.4,174.26267819999975,178.66621729999997,178.6716557199996,0.299293999999918,179.10344209999994,179.10344209999994,n,2.0162673999998333,184.29634749999968,184.29634749999968,26,3.098,,,sub-023,35,70,700,bloc_loop.csv,2023-06-12_18h05.40.105,PainUncertainty,2022.2.5,144.01170527105006,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,3.1,184.29634749999968,187.3953287999998,187.39538745999963,0.30534190000025774,187.84393509999973,187.84393509999973,m,1.6457851000000119,191.90574609999976,191.90574609999976,61,2.343,,,sub-023,35,70,700,bloc_loop.csv,2023-06-12_18h05.40.105,PainUncertainty,2022.2.5,144.01170527105006,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,3.7,191.90574609999976,195.61114399999997,195.61121575999996,0.30559549999998126,196.05967109999983,196.05967109999983,None,,202.18320670000003,202.18320670000003,37,3.6,,,sub-023,35,70,700,bloc_loop.csv,2023-06-12_18h05.40.105,PainUncertainty,2022.2.5,144.01170527105006,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,3.3,202.18320670000003,205.4873961999997,205.48739956,0.3048033000000032,205.93151450000005,205.93151450000005,m,1.2229683000000477,209.86769860000004,209.86769860000004,74,2.691,,,sub-023,35,70,700,bloc_loop.csv,2023-06-12_18h05.40.105,PainUncertainty,2022.2.5,144.01170527105006,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,9,,,,,,,,4.8,231.6415876000001,236.44273109999995,236.44374456000006,0.2994745000000876,236.88672180000003,236.88672180000003,n,1.1820949000002656,241.61583269999983,241.61583269999983,11,3.489,,,sub-023,35,70,700,bloc_loop.csv,2023-06-12_18h05.40.105,PainUncertainty,2022.2.5,144.01170527105006,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,8,,,,,,,,3.7,241.61583269999983,245.3190841999999,245.31903665999963,0.30487399999992704,245.76283299999977,245.76283299999977,n,0.7823404000000664,247.78736170000002,247.78736170000002,10,1.17,,,sub-023,35,70,700,bloc_loop.csv,2023-06-12_18h05.40.105,PainUncertainty,2022.2.5,144.01170527105006,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,1,,,,,,,,4,247.78736170000002,251.7916581999998,251.79167515999998,0.3049494000001687,252.2377492999999,252.2377492999999,m,0.9398567999996885,255.04550530000006,255.04550530000006,66,1.795,,,sub-023,35,70,700,bloc_loop.csv,2023-06-12_18h05.40.105,PainUncertainty,2022.2.5,144.01170527105006,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,10,,,,,,,,4.2,255.04550530000006,259.25135769999997,259.25126255999965,0.3048515000000407,259.6950569999999,259.6950569999999,n,0.601147100000162,262.3326076999997,262.3326076999997,14,1.955,,,sub-023,35,70,700,bloc_loop.csv,2023-06-12_18h05.40.105,PainUncertainty,2022.2.5,144.01170527105006,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,11,,,,,,,,3.4,262.3326076999997,265.73764600000004,265.73770895999985,0.3052296999999271,266.1823795999999,266.1823795999999,m,1.0359091000000262,270.1659004999997,270.1659004999997,77,2.892,,,sub-023,35,70,700,bloc_loop.csv,2023-06-12_18h05.40.105,PainUncertainty,2022.2.5,144.01170527105006,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,3,,,,,,,,3.3,270.1659004999997,273.46769459999996,273.4678038599999,0.30565729999989344,273.9142112999998,273.9142112999998,m,0.9387993000000279,277.32686699999977,277.32686699999977,74,2.404,,,sub-023,35,70,700,bloc_loop.csv,2023-06-12_18h05.40.105,PainUncertainty,2022.2.5,144.01170527105006,
