cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,0,0,1,,,,,,,,,,,,,22.94405669999969,33.07926459999999,34.75997319999988,3.7,36.658392999999705,40.35814819999996,40.35795903999974,0.2999621999997544,40.80288789999986,40.80288789999986,m,1.2332999000004747,45.27011649999986,45.27011649999986,71,3.145,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,3.9,45.27011649999986,49.17153089999965,49.172574439999835,0.3040784999998323,49.61592959999962,49.61592959999962,n,0.9941764000000148,53.53530319999982,53.53530319999982,28,2.844,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,4.7,53.53530319999982,58.23516289999998,58.23512893999964,0.30513059999975667,58.67925409999998,58.67925409999998,m,1.2738376000002063,62.21586129999969,62.21586129999969,71,2.178,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,3.3,62.21586129999969,65.52066809999997,65.52075143999969,0.30230200000005425,65.96615649999967,65.96615649999967,n,0.7552783999999519,67.67181399999981,67.67181399999981,20,0.927,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,1,,,,,,,,3.9,84.99715719999995,88.89897699999983,88.8990817399997,0.3049836999998661,89.34492229999978,89.34492229999978,m,1.0156729000000269,93.27571339999986,93.27571339999986,77,2.858,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,2,,,,,,,,3.8,93.27571339999986,97.08007169999973,97.08028013999979,0.3011714999997821,97.52492969999957,97.52492969999957,m,0.7021503999999368,100.52027529999987,100.52027529999987,74,2.22,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,9,,,,,,,,4.2,100.52027529999987,104.71985699999959,104.71998303999976,0.3050723999999718,105.16406259999985,105.16406259999985,n,0.6967678999999407,108.70482569999967,108.70482569999967,13,2.782,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,6,,,,,,,,3.4,108.70482569999967,112.10972739999988,112.10972793999986,0.3051875999999538,112.55397369999991,112.55397369999991,n,0.7129497000000811,114.26937109999972,114.26937109999972,10,0.927,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,11,,,,,,,,4.6,114.26937109999972,118.87479189999976,118.87494673999959,0.30517299999974057,119.32238729999972,119.32238729999972,m,0.7121587000001455,123.39726679999967,123.39726679999967,85,3.288,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,10,,,,,,,,4.9,123.39726679999967,128.29916649999996,128.29913323999995,0.3051361000002544,128.74330329999975,128.74330329999975,n,0.6505814000001919,130.30119779999995,130.30119779999995,10,0.845,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,6,6,7,,,,,,,,3,130.30119779999995,133.3067848999999,133.30677153999954,0.3052228000001378,133.75097639999967,133.75097639999967,n,0.7248133000002781,137.92741239999987,137.92741239999987,10,3.393,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,7,7,8,,,,,,,,4.4,137.92741239999987,142.3287389999996,142.32884943999966,0.30499220000001515,142.77294799999981,142.77294799999981,n,0.7474379999998746,147.10462129999996,147.10462129999996,7,3.511,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,8,8,0,,,,,,,,4,147.10462129999996,151.10779909999974,151.1077980399998,0.3053838999999243,151.5562361999996,151.5562361999996,m,0.7344186000000263,153.65702839999994,153.65702839999994,80,1.301,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,9,9,3,,,,,,,,3.3,153.65702839999994,156.9626948,156.96285063999971,0.30464589999974123,157.40678239999988,157.40678239999988,m,0.6353862000005392,159.65381439999965,159.65381439999965,79,1.532,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,10,10,5,,,,,,,,3.6,159.65381439999965,163.2547800999996,163.25486193999973,0.30523300000004383,163.69914889999973,163.69914889999973,n,0.6307209000001421,167.66202449999992,167.66202449999992,15,3.261,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,11,11,4,,,,,,,,4.6,167.66202449999992,172.2630577,172.26290983999957,0.305125599999883,172.7073387999999,172.7073387999999,m,0.6800407000000632,174.5832102999998,174.5832102999998,80,1.135,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,0,12,11,,,,,,,,4.9,174.5832102999998,179.48589719999973,179.48600043999954,0.30516690000013114,179.93389979999984,179.93389979999984,m,0.5989917000001697,182.41648609999993,182.41648609999993,85,1.818,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,1,13,3,,,,,,,,4.9,182.41648609999993,187.32023839999965,187.32032253999955,0.30506570000034117,187.76894749999974,187.76894749999974,m,0.8264871000001222,191.6582295999997,191.6582295999997,81,2.984,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,2,14,5,,,,,,,,4,191.6582295999997,195.66193829999975,195.66193804,0.3052428000000873,196.10838539999986,196.10838539999986,n,0.580711699999938,199.2017152999997,199.2017152999997,13,2.462,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,3,15,7,,,,,,,,4.6,199.2017152999997,203.80137999999988,203.80144993999988,0.30065719999993235,204.2460159999996,204.2460159999996,n,0.7468789000004108,208.09142249999968,208.09142249999968,13,3.022,,,sub-040,35,100,700,bloc_loop.csv,2023-08-16_12h32.31.700,PainUncertainty,2022.2.5,143.10491880233155,
