cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,key_resp_3.started,key_resp_6.started,choice_pain.stopped,Choice.stopped,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,0,0,0,,,,,,,,,,,,,46.913564799999904,49.852885800000195,53.11663019999992,4.2,54.47927640000012,58.682673699999896,58.68667692000004,0.30046960000026957,59.12431739999988,59.12431739999988,n,1.09520550000002,61.69666600000005,61.69666600000005,30,1.395,,,,,sub-067,120,175,700,bloc_loop.csv,2023-11-09_07h44.56.834,PainUncertainty,2022.2.5,143.9984332965363,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,4.4,61.69666600000005,66.09789109999997,66.09745495999991,0.305209399999967,66.54876440000021,66.54876440000021,m,0.9316204999997808,69.17782869999996,69.17782869999996,61,1.621,,,,,sub-067,120,175,700,bloc_loop.csv,2023-11-09_07h44.56.834,PainUncertainty,2022.2.5,143.9984332965363,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,3.9,69.17782869999996,73.07757269999979,73.07742885999991,0.3053258999998434,73.52578789999984,73.52578789999984,n,1.12452879999978,76.5152556999999,76.5152556999999,29,1.791,,,,,sub-067,120,175,700,bloc_loop.csv,2023-11-09_07h44.56.834,PainUncertainty,2022.2.5,143.9984332965363,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,4.8,76.5152556999999,81.32154640000022,81.32131835999994,0.3050396000003275,81.76568220000013,81.76568220000013,m,0.7798363999997946,84.52840630000014,84.52840630000014,61,1.956,,,,,sub-067,120,175,700,bloc_loop.csv,2023-11-09_07h44.56.834,PainUncertainty,2022.2.5,143.9984332965363,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,8,,,,,,,,3.7,133.48408799999993,137.18938730000013,137.18921686000007,0.30522640000026513,137.63348419999988,137.63348419999988,n,0.6717721999996229,139.68575179999993,139.68575179999993,31,1.322,,,,,sub-067,120,175,700,bloc_loop.csv,2023-11-09_07h44.56.834,PainUncertainty,2022.2.5,143.9984332965363,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,5,,,,,,,,3.2,139.68575179999993,142.8914886,142.8912752599998,0.3047916999998961,143.3357954999999,143.3357954999999,n,0.8897865999999794,145.98281010000005,145.98281010000005,15,1.699,,,,,sub-067,120,175,700,bloc_loop.csv,2023-11-09_07h44.56.834,PainUncertainty,2022.2.5,143.9984332965363,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,7,,,,,,,,4.5,145.98281010000005,150.48292199999992,150.48269965999984,0.3006462000003012,150.9273082000002,150.9273082000002,n,0.9221663999999237,153.8018725999998,153.8018725999998,24,1.874,,,,,sub-067,120,175,700,bloc_loop.csv,2023-11-09_07h44.56.834,PainUncertainty,2022.2.5,143.9984332965363,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,2,,,,,,,,3.9,153.8018725999998,157.70584829999984,157.7056726600002,0.304987600000004,158.1499864,158.1499864,m,0.6451995999998417,160.67352229999983,160.67352229999983,58,1.816,,,,,sub-067,120,175,700,bloc_loop.csv,2023-11-09_07h44.56.834,PainUncertainty,2022.2.5,143.9984332965363,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,0,,,,,,,,3.1,160.67352229999983,163.7759110999998,163.7757236599999,0.30505019999964134,164.22031230000016,164.22031230000016,m,0.604144099999985,166.30214189999992,166.30214189999992,62,1.398,,,,,sub-067,120,175,700,bloc_loop.csv,2023-11-09_07h44.56.834,PainUncertainty,2022.2.5,143.9984332965363,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,10,,,,,,,,4.1,166.30214189999992,170.4016095999998,170.40154856000012,0.305024400000093,170.845955,170.845955,n,0.5028074999997898,172.3741980000002,172.3741980000002,20,0.955,,,,,sub-067,120,175,700,bloc_loop.csv,2023-11-09_07h44.56.834,PainUncertainty,2022.2.5,143.9984332965363,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,6,6,4,,,,,,,,3.5,172.3741980000002,175.8747906000001,175.87453115999992,0.30527799999981653,176.32320110000023,176.32320110000023,m,0.5348467999999684,178.28931339999986,178.28931339999986,63,1.366,,,,,sub-067,120,175,700,bloc_loop.csv,2023-11-09_07h44.56.834,PainUncertainty,2022.2.5,143.9984332965363,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,7,7,3,,,,,,,,4,178.28931339999986,182.29211800000007,182.2918768600001,0.3050669999997808,182.73633570000015,182.73633570000015,m,0.5114601000002494,184.9693960000002,184.9693960000002,64,1.671,,,,,sub-067,120,175,700,bloc_loop.csv,2023-11-09_07h44.56.834,PainUncertainty,2022.2.5,143.9984332965363,
