cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,0,0,3,,,,,,,,,,,,,22.922790899999654,231.5412953,294.4170902999999,3.5,297.48975440000004,301.0024226999999,301.00126493999994,0.3030613999999332,301.4386632999999,301.4386632999999,m,0.8848849999999402,304.64547919999995,304.64547919999995,40,2.262,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,3.9,304.64547919999995,308.55178479999995,308.55090641999976,0.30020650000005844,308.9966634999996,308.9966634999996,n,0.7321845000001304,312.52673079999977,312.52673079999977,9,2.746,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,3.6,312.52673079999977,316.1295763999997,316.13468744,0.29922750000014275,316.5662603999999,316.5662603999999,n,1.2498564000002261,321.9122494999997,321.9122494999997,9,4.046,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,5,321.9122494999997,326.91407439999966,326.9139978199998,0.3048834999999599,327.3654781,327.3654781,m,0.7495889000001625,330.4695907,330.4695907,36,2.331,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,11,,,,,,,,3.9,356.77947959999983,360.6822196999997,360.68196961999973,0.3050944999999956,361.1262531999996,361.1262531999996,m,0.9617716000002474,363.87550199999987,363.87550199999987,39,1.733,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,3,,,,,,,,4.6,363.87550199999987,368.47473549999995,368.4746971199999,0.3050162999998065,368.9192668999999,368.9192668999999,m,0.646641499999987,371.74216899999965,371.74216899999965,35,2.116,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,6,,,,,,,,3,371.74216899999965,374.7462478999996,374.7460997199998,0.3051183000002311,375.19069869999976,375.19069869999976,n,0.5686584000000039,378.9042513999998,378.9042513999998,12,3.095,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,5,,,,,,,,3.8,378.9042513999998,382.7060981999998,382.70585771999976,0.3048352999999224,383.15020000000004,383.15020000000004,n,0.4942378999999164,385.1390471999998,385.1390471999998,11,1.426,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,2,,,,,,,,4.5,385.1390471999998,389.64399000000003,389.64374732000005,0.3051832999999533,390.08814829999983,390.08814829999983,m,0.5816949999998542,392.36555369999996,392.36555369999996,35,1.629,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,9,,,,,,,,3.8,392.36555369999996,396.1655907999998,396.16546971999986,0.3050263999998606,396.6137051999999,396.6137051999999,n,0.594361100000242,400.47080129999995,400.47080129999995,4,3.193,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,6,6,8,,,,,,,,4.2,400.47080129999995,404.6734604999997,404.6733604199996,0.30044720000023517,405.1184238999999,405.1184238999999,n,0.5898566000000756,410.18828779999967,410.18828779999967,4,4.421,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,7,7,1,,,,,,,,4.8,410.18828779999967,414.99429199999986,414.9940545199999,0.30513180000025386,415.4384187999999,415.4384187999999,m,0.611037000000124,418.5489634999999,418.5489634999999,31,2.448,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,8,8,4,,,,,,,,3.4,418.5489634999999,421.95338319999973,421.95321622,0.30524200000036217,422.39745859999994,422.39745859999994,m,0.8724680000000262,426.30307969999967,426.30307969999967,38,2.976,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,9,9,0,,,,,,,,5,426.30307969999967,431.30855189999966,431.30849321999966,0.3051517999997486,431.7528275999998,431.7528275999998,m,0.702952600000117,433.96056409999983,433.96056409999983,37,1.447,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,10,10,7,,,,,,,,3.8,433.96056409999983,437.7609253999999,437.7607313199998,0.3015074999998433,438.2056785,438.2056785,n,0.5401443000000654,440.4831473999998,440.4831473999998,5,1.677,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,11,11,10,,,,,,,,4.3,440.4831473999998,444.78252329999987,444.78231571999976,0.30536179999990054,445.2271827999998,445.2271827999998,n,0.5003320000000713,446.86149439999963,446.86149439999963,7,1.086,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,0,12,0,,,,,,,,4.2,446.86149439999963,451.0615206999996,451.0613305199997,0.3049470000000838,451.5055927999997,451.5055927999997,m,0.5480176999999458,454.0553071999998,454.0553071999998,40,1.947,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,1,13,10,,,,,,,,3.2,454.0553071999998,457.2562241999999,457.25620901999963,0.3054919000001064,457.70472979999977,457.70472979999977,n,0.44825619999983246,459.98685049999995,459.98685049999995,4,1.776,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,2,14,8,,,,,,,,3.7,459.98685049999995,463.68767449999996,463.68757641999963,0.3047124999998232,464.1317872999998,464.1317872999998,n,0.5876047000001563,468.76338699999997,468.76338699999997,7,3.983,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,3,15,5,,,,,,,,4.6,468.76338699999997,473.3692871999997,473.36914271999984,0.3053644000001441,473.8135263999998,473.8135263999998,n,0.6209967999998298,478.56286339999997,478.56286339999997,3,4.062,,,sub-042,30,60,700,bloc_loop.csv,2023-08-21_16h48.05.711,PainUncertainty,2022.2.5,143.45432270908012,
