cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,choice_pain.stopped,Choice.stopped,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,0,0,1,,,,,,,,,,,,,21.60972110001603,180.81657820002874,215.83502150001004,3.4,219.43647459999193,222.84957070002565,222.84937766001093,0.30106040003011003,223.2868618000066,223.2868618000066,m,1.670011100010015,230.00830929999938,230.00830929999938,69,4.984,,,,,sub-066,70,100,700,bloc_loop.csv,2023-11-06_16h19.11.289,PainUncertainty,2022.2.5,143.0510792839391,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,3,230.00830929999938,233.00993749999907,233.01066183004295,0.305078900011722,233.45468860003166,233.45468860003166,m,1.4467096999869682,239.5320214999956,239.5320214999956,58,4.545,,,,,sub-066,70,100,700,bloc_loop.csv,2023-11-06_16h19.11.289,PainUncertainty,2022.2.5,143.0510792839391,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,4,239.5320214999956,243.53231610002695,243.53238393001956,0.30548179999459535,243.98076960002072,243.98076960002072,n,1.2535331000108272,247.63002610002877,247.63002610002877,22,2.343,,,,,sub-066,70,100,700,bloc_loop.csv,2023-11-06_16h19.11.289,PainUncertainty,2022.2.5,143.0510792839391,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,3.9,247.63002610002877,251.53349120001076,251.53351543002063,0.3050414000172168,251.97757010004716,251.97757010004716,n,1.8825072000036016,257.2004637999926,257.2004637999926,26,3.316,,,,,sub-066,70,100,700,bloc_loop.csv,2023-11-06_16h19.11.289,PainUncertainty,2022.2.5,143.0510792839391,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,6,,,,,,,,4.8,288.4397774999961,293.2401625000057,293.2402759299963,0.30519869999261573,293.6865688000107,293.6865688000107,None,,299.64088720001746,299.64088720001746,15,3.436,296.15237930003786,296.15237930003786,,,sub-066,70,100,700,bloc_loop.csv,2023-11-06_16h19.11.289,PainUncertainty,2022.2.5,143.0510792839391,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,4,,,,,,,,4.2,299.64088720001746,303.8452217000304,303.84523643002615,0.3051022000145167,304.2896997000207,304.2896997000207,m,1.0290667000226676,308.8412249000394,308.8412249000394,72,3.47,,,,,sub-066,70,100,700,bloc_loop.csv,2023-11-06_16h19.11.289,PainUncertainty,2022.2.5,143.0510792839391,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,3,,,,,,,,4.2,308.8412249000394,313.04066490003606,313.04084413000385,0.30500260001281276,313.48506720003206,313.48506720003206,m,1.3296419000253081,317.83708220004337,317.83708220004337,76,2.961,,,,,sub-066,70,100,700,bloc_loop.csv,2023-11-06_16h19.11.289,PainUncertainty,2022.2.5,143.0510792839391,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,11,,,,,,,,4,317.83708220004337,321.84058950003237,321.84047403002626,0.30497090000426397,322.28488059999654,322.28488059999654,n,1.8570941000361927,326.80308540002443,326.80308540002443,27,2.581,,,,,sub-066,70,100,700,bloc_loop.csv,2023-11-06_16h19.11.289,PainUncertainty,2022.2.5,143.0510792839391,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,9,,,,,,,,4.1,326.80308540002443,330.90398940001614,330.90391842999964,0.3052866000216454,331.3487191000022,331.3487191000022,n,0.7273163999780081,334.5974692000309,334.5974692000309,23,2.469,,,,,sub-066,70,100,700,bloc_loop.csv,2023-11-06_16h19.11.289,PainUncertainty,2022.2.5,143.0510792839391,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,5,,,,,,,,3.5,334.5974692000309,338.09921519999625,338.09928543000717,0.29930150002473965,338.5404363000416,338.5404363000416,n,1.257220999978017,343.41854069998953,343.41854069998953,24,3.566,,,,,sub-066,70,100,700,bloc_loop.csv,2023-11-06_16h19.11.289,PainUncertainty,2022.2.5,143.0510792839391,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,6,6,10,,,,,,,,4.6,343.41854069998953,348.0241381000378,348.024189530022,0.30505889997584745,348.46830609999597,348.46830609999597,n,1.7265791000099853,353.8186641000211,353.8186641000211,17,3.552,,,,,sub-066,70,100,700,bloc_loop.csv,2023-11-06_16h19.11.289,PainUncertainty,2022.2.5,143.0510792839391,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,7,7,1,,,,,,,,5,353.8186641000211,358.8238959000446,358.8239425299922,0.3002096999553032,359.2691651000059,359.2691651000059,m,0.9777260000118986,363.2474189000204,363.2474189000204,76,2.948,,,,,sub-066,70,100,700,bloc_loop.csv,2023-11-06_16h19.11.289,PainUncertainty,2022.2.5,143.0510792839391,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,8,8,0,,,,,,,,3.7,363.2474189000204,366.9500185000361,366.95005473002095,0.3050408999552019,367.3942185000051,367.3942185000051,m,0.9121266000438482,370.9170424999902,370.9170424999902,62,2.53,,,,,sub-066,70,100,700,bloc_loop.csv,2023-11-06_16h19.11.289,PainUncertainty,2022.2.5,143.0510792839391,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,9,9,8,,,,,,,,3.4,370.9170424999902,374.31922960001975,374.31928283001764,0.3047108000027947,374.76330849999795,374.76330849999795,n,0.7276055000256747,379.76946979999775,379.76946979999775,15,4.198,,,,,sub-066,70,100,700,bloc_loop.csv,2023-11-06_16h19.11.289,PainUncertainty,2022.2.5,143.0510792839391,
